round,date,day_of_week,team_1,team_2,goal_1,goal_2
21,30/08/2006,Quarta-feira,Santa Cruz,Internacional,0,2
21,30/08/2006,Quarta-feira,Palmeiras,Figueirense,1,1
21,30/08/2006,Quarta-feira,Juventude,Flamengo,1,0
21,30/08/2006,Quarta-feira,São Caetano,Corinthians,0,1
21,30/08/2006,Quarta-feira,Atlético PR,Santos,2,1
21,31/08/2006,Quinta-feira,Botafogo,Paraná,4,0
21,31/08/2006,Quinta-feira,São Paulo,Fortaleza,1,1
21,31/08/2006,Quinta-feira,Vasco,Ponte Preta,2,2
22,02/09/2006,Sábado,Cruzeiro,Figueirense,2,2
22,02/09/2006,Sábado,Flamengo,Internacional,1,2
22,03/09/2006,Domingo,Santos,Palmeiras,5,1
22,03/09/2006,Domingo,Grêmio,Paraná,2,1
22,03/09/2006,Domingo,São Caetano,Fortaleza,0,0
22,03/09/2006,Domingo,Atlético PR,Botafogo,0,5
22,03/09/2006,Domingo,Goiás,Juventude,2,0
22,03/09/2006,Domingo,Fluminense,Vasco,1,1
22,03/09/2006,Domingo,Santa Cruz,São Paulo,1,3
22,03/09/2006,Domingo,Corinthians,Ponte Preta,1,0
23,09/09/2006,Sábado,Ponte Preta,Santa Cruz,2,0
23,09/09/2006,Sábado,Vasco,Grêmio,1,1
23,09/09/2006,Sábado,Palmeiras,São Caetano,3,1
23,10/09/2006,Domingo,Juventude,Cruzeiro,2,0
23,10/09/2006,Domingo,São Paulo,Corinthians,0,0
23,10/09/2006,Domingo,Paraná,Fluminense,1,0
23,10/09/2006,Domingo,Figueirense,Goiás,2,2
23,10/09/2006,Domingo,Internacional,Atlético PR,2,0
23,10/09/2006,Domingo,Botafogo,Flamengo,0,2
23,10/09/2006,Domingo,Fortaleza,Santos,1,1
24,16/09/2006,Sábado,Atlético PR,Santa Cruz,2,1
24,16/09/2006,Sábado,Vasco,Goiás,0,0
24,16/09/2006,Sábado,Corinthians,Paraná,1,0
24,17/09/2006,Domingo,Cruzeiro,Palmeiras,1,0
24,17/09/2006,Domingo,São Paulo,Internacional,2,0
24,17/09/2006,Domingo,Grêmio,Botafogo,4,0
24,17/09/2006,Domingo,Juventude,São Caetano,1,0
24,17/09/2006,Domingo,Fluminense,Figueirense,2,0
24,17/09/2006,Domingo,Ponte Preta,Santos,1,0
24,17/09/2006,Domingo,Fortaleza,Flamengo,3,4
25,20/09/2006,Quarta-feira,Grêmio,Ponte Preta,4,0
25,20/09/2006,Quarta-feira,Figueirense,Internacional,1,0
25,20/09/2006,Quarta-feira,Botafogo,Juventude,2,1
25,20/09/2006,Quarta-feira,Paraná,Fortaleza,2,0
25,20/09/2006,Quarta-feira,Goiás,Atlético PR,2,2
25,20/09/2006,Quarta-feira,Santos,Fluminense,1,1
25,20/09/2006,Quarta-feira,São Caetano,São Paulo,0,1
25,20/09/2006,Quarta-feira,Corinthians,Vasco,1,1
25,21/09/2006,Quinta-feira,Flamengo,Cruzeiro,1,0
25,21/09/2006,Quinta-feira,Santa Cruz,Palmeiras,3,2
26,23/09/2006,Sábado,Fluminense,Fortaleza,1,3
26,23/09/2006,Sábado,Atlético PR,São Caetano,3,1
26,24/09/2006,Domingo,Santos,Flamengo,3,0
26,24/09/2006,Domingo,Palmeiras,São Paulo,3,1
26,24/09/2006,Domingo,Figueirense,Paraná,0,1
26,24/09/2006,Domingo,Internacional,Corinthians,1,1
26,24/09/2006,Domingo,Santa Cruz,Juventude,1,0
26,24/09/2006,Domingo,Ponte Preta,Cruzeiro,0,1
26,24/09/2006,Domingo,Vasco,Botafogo,0,0
26,24/09/2006,Domingo,Goiás,Grêmio,4,0
27,04/10/2006,Quarta-feira,Fortaleza,Figueirense,1,1
27,04/10/2006,Quarta-feira,Juventude,Atlético PR,3,2
27,04/10/2006,Quarta-feira,Paraná,Ponte Preta,2,1
27,04/10/2006,Quarta-feira,Flamengo,Fluminense,4,1
27,04/10/2006,Quarta-feira,Grêmio,Palmeiras,2,1
27,04/10/2006,Quarta-feira,São Caetano,Goiás,1,2
27,04/10/2006,Quarta-feira,São Paulo,Vasco,5,1
27,05/10/2006,Quinta-feira,Botafogo,Santa Cruz,3,0
27,05/10/2006,Quinta-feira,Corinthians,Santos,0,3
27,05/10/2006,Quinta-feira,Cruzeiro,Internacional,2,1
28,07/10/2006,Sábado,Ponte Preta,Juventude,3,1
28,07/10/2006,Sábado,Vasco,Fortaleza,2,0
28,07/10/2006,Sábado,Fluminense,São Paulo,1,2
28,08/10/2006,Domingo,Palmeiras,Flamengo,3,1
28,08/10/2006,Domingo,Santa Cruz,Paraná,1,3
28,08/10/2006,Domingo,Atlético PR,Cruzeiro,1,1
28,08/10/2006,Domingo,Internacional,São Caetano,1,0
28,08/10/2006,Domingo,Goiás,Corinthians,3,1
28,08/10/2006,Domingo,Santos,Grêmio,1,0
28,08/10/2006,Domingo,Figueirense,Botafogo,1,0
29,14/10/2006,Sábado,Cruzeiro,Fortaleza,0,0
29,14/10/2006,Sábado,São Paulo,Juventude,5,0
29,14/10/2006,Sábado,Botafogo,Santos,4,3
29,14/10/2006,Sábado,São Caetano,Grêmio,0,2
29,15/10/2006,Domingo,Paraná,Goiás,1,0
29,15/10/2006,Domingo,Flamengo,Corinthians,3,0
29,15/10/2006,Domingo,Internacional,Fluminense,2,0
29,15/10/2006,Domingo,Figueirense,Ponte Preta,2,1
29,15/10/2006,Domingo,Palmeiras,Atlético PR,2,2
29,15/10/2006,Domingo,Santa Cruz,Vasco,0,4
30,18/10/2006,Quarta-feira,Vasco,Palmeiras,3,0
30,21/10/2006,Sábado,Goiás,Santa Cruz,5,3
30,21/10/2006,Sábado,Santos,Figueirense,2,1
30,21/10/2006,Sábado,Ponte Preta,Internacional,0,2
30,22/10/2006,Domingo,Grêmio,São Paulo,1,1
30,22/10/2006,Domingo,Paraná,Flamengo,0,2
30,22/10/2006,Domingo,Fortaleza,Atlético PR,3,4
30,22/10/2006,Domingo,Corinthians,Cruzeiro,1,0
30,22/10/2006,Domingo,Botafogo,São Caetano,2,1
30,22/10/2006,Domingo,Juventude,Fluminense,1,1
31,25/10/2006,Quarta-feira,Corinthians,Palmeiras,1,0
31,26/10/2006,Quinta-feira,Vasco,Flamengo,3,1
31,26/10/2006,Quinta-feira,Fluminense,Grêmio,1,2
31,26/10/2006,Quinta-feira,Internacional,Juventude,1,0
31,26/10/2006,Quinta-feira,Santa Cruz,Fortaleza,0,1
31,28/10/2006,Sábado,Atlético PR,Paraná,4,0
31,28/10/2006,Sábado,Figueirense,São Paulo,0,2
31,28/10/2006,Sábado,Ponte Preta,Botafogo,1,2
31,28/10/2006,Sábado,Goiás,Cruzeiro,2,3
31,28/10/2006,Sábado,Santos,São Caetano,1,0
32,01/11/2006,Quarta-feira,Atlético PR,Vasco,6,4
32,01/11/2006,Quarta-feira,Palmeiras,Goiás,1,3
32,01/11/2006,Quarta-feira,Flamengo,Santa Cruz,1,1
32,01/11/2006,Quarta-feira,Grêmio,Figueirense,1,2
32,01/11/2006,Quarta-feira,Fortaleza,Corinthians,0,4
32,01/11/2006,Quarta-feira,Juventude,Santos,3,2
32,01/11/2006,Quarta-feira,São Caetano,Fluminense,1,1
32,02/11/2006,Quinta-feira,Botafogo,Internacional,0,1
32,02/11/2006,Quinta-feira,São Paulo,Ponte Preta,1,1
32,02/11/2006,Quinta-feira,Cruzeiro,Paraná,2,2
33,04/11/2006,Sábado,Figueirense,Juventude,1,0
33,04/11/2006,Sábado,Flamengo,Atlético PR,1,0
33,05/11/2006,Domingo,Cruzeiro,Vasco,2,1
33,05/11/2006,Domingo,Santos,São Paulo,0,1
33,05/11/2006,Domingo,Ponte Preta,São Caetano,1,2
33,05/11/2006,Domingo,Grêmio,Internacional,0,1
33,05/11/2006,Domingo,Fortaleza,Goiás,0,3
33,05/11/2006,Domingo,Corinthians,Santa Cruz,1,0
33,05/11/2006,Domingo,Botafogo,Fluminense,2,1
33,05/11/2006,Domingo,Paraná,Palmeiras,4,2
34,08/11/2006,Quarta-feira,Vasco,Paraná,3,1
34,08/11/2006,Quarta-feira,São Caetano,Figueirense,3,1
34,08/11/2006,Quarta-feira,Juventude,Grêmio,1,2
34,08/11/2006,Quarta-feira,Palmeiras,Fortaleza,3,0
34,08/11/2006,Quarta-feira,Internacional,Santos,0,0
34,08/11/2006,Quarta-feira,Atlético PR,Corinthians,1,2
34,08/11/2006,Quarta-feira,Goiás,Flamengo,0,1
34,09/11/2006,Quinta-feira,Fluminense,Ponte Preta,0,0
34,09/11/2006,Quinta-feira,São Paulo,Botafogo,3,0
34,09/11/2006,Quinta-feira,Santa Cruz,Cruzeiro,4,1
35,11/11/2006,Sábado,Santos,Paraná,1,0
35,11/11/2006,Sábado,Internacional,Fortaleza,3,0
35,11/11/2006,Sábado,Vasco,Juventude,1,1
35,12/11/2006,Domingo,Fluminense,Cruzeiro,1,0
35,12/11/2006,Domingo,Figueirense,Corinthians,0,0
35,12/11/2006,Domingo,Ponte Preta,Flamengo,3,0
35,12/11/2006,Domingo,Goiás,São Paulo,0,2
35,12/11/2006,Domingo,Atlético PR,Grêmio,2,3
35,12/11/2006,Domingo,Palmeiras,Botafogo,2,1
35,12/11/2006,Domingo,Santa Cruz,São Caetano,0,3
36,18/11/2006,Sábado,Grêmio,Santa Cruz,3,1
36,18/11/2006,Sábado,Flamengo,Figueirense,0,2
36,18/11/2006,Sábado,Corinthians,Fluminense,1,1
36,19/11/2006,Domingo,Paraná,Internacional,1,0
36,19/11/2006,Domingo,São Caetano,Vasco,0,1
36,19/11/2006,Domingo,Juventude,Palmeiras,3,2
36,19/11/2006,Domingo,Botafogo,Goiás,2,2
36,19/11/2006,Domingo,Cruzeiro,Santos,1,1
36,19/11/2006,Domingo,Fortaleza,Ponte Preta,1,0
36,19/11/2006,Domingo,São Paulo,Atlético PR,1,1
37,26/11/2006,Domingo,Botafogo,Corinthians,0,0
37,26/11/2006,Domingo,Juventude,Fortaleza,2,2
37,26/11/2006,Domingo,Grêmio,Flamengo,3,0
37,26/11/2006,Domingo,Atlético PR,Figueirense,1,4
37,26/11/2006,Domingo,São Caetano,Paraná,0,2
37,26/11/2006,Domingo,Vasco,Santos,1,1
37,26/11/2006,Domingo,Goiás,Ponte Preta,3,0
37,26/11/2006,Domingo,São Paulo,Cruzeiro,2,0
37,26/11/2006,Domingo,Santa Cruz,Fluminense,1,2
37,26/11/2006,Domingo,Palmeiras,Internacional,1,4
38,02/12/2006,Sábado,Internacional,Goiás,1,4
38,02/12/2006,Sábado,Flamengo,São Caetano,4,1
38,03/12/2006,Domingo,Fluminense,Palmeiras,1,1
38,03/12/2006,Domingo,Paraná,São Paulo,0,0
38,03/12/2006,Domingo,Figueirense,Vasco,0,0
38,03/12/2006,Domingo,Cruzeiro,Botafogo,3,1
38,03/12/2006,Domingo,Ponte Preta,Atlético PR,1,1
38,03/12/2006,Domingo,Corinthians,Juventude,5,3
38,03/12/2006,Domingo,Fortaleza,Grêmio,1,0
38,03/12/2006,Domingo,Santos,Santa Cruz,3,1
1,12/05/2007,Sábado,Figueirense,Atlético PR,3,6
1,12/05/2007,Sábado,São Paulo,Goiás,2,0
1,12/05/2007,Sábado,Fluminense,Cruzeiro,2,2
1,13/05/2007,Domingo,Flamengo,Palmeiras,2,4
1,13/05/2007,Domingo,Internacional,Botafogo,2,3
1,13/05/2007,Domingo,Paraná,Grêmio,3,0
1,13/05/2007,Domingo,Atlético MG,Náutico,2,1
1,13/05/2007,Domingo,Corinthians,Juventude,1,0
1,13/05/2007,Domingo,América RN,Vasco,0,1
1,13/05/2007,Domingo,Sport,Santos,4,1
2,19/05/2007,Sábado,Juventude,Paraná,1,2
2,19/05/2007,Sábado,Atlético PR,Internacional,2,1
2,19/05/2007,Sábado,Santos,América RN,2,3
2,20/05/2007,Domingo,Cruzeiro,Corinthians,0,3
2,20/05/2007,Domingo,Goiás,Flamengo,1,3
2,20/05/2007,Domingo,Palmeiras,Figueirense,2,1
2,20/05/2007,Domingo,Botafogo,Atlético MG,2,1
2,20/05/2007,Domingo,Grêmio,Fluminense,2,0
2,20/05/2007,Domingo,Náutico,São Paulo,1,0
2,20/05/2007,Domingo,Vasco,Sport,3,1
3,26/05/2007,Sábado,América RN,Figueirense,0,1
3,26/05/2007,Sábado,Corinthians,Atlético MG,0,0
3,26/05/2007,Sábado,Fluminense,Internacional,3,0
3,27/05/2007,Domingo,São Paulo,Palmeiras,0,0
3,27/05/2007,Domingo,Atlético PR,Santos,0,1
3,27/05/2007,Domingo,Grêmio,Sport,1,0
3,27/05/2007,Domingo,Náutico,Vasco,2,2
3,27/05/2007,Domingo,Cruzeiro,Paraná,3,4
3,27/05/2007,Domingo,Goiás,Juventude,3,1
3,27/05/2007,Domingo,Flamengo,Botafogo,2,2
4,02/06/2007,Sábado,Atlético MG,Atlético PR,1,1
4,02/06/2007,Sábado,Botafogo,Grêmio,3,0
4,02/06/2007,Sábado,Figueirense,Goiás,2,1
4,03/06/2007,Domingo,Santos,Corinthians,1,1
4,03/06/2007,Domingo,Palmeiras,Cruzeiro,1,3
4,03/06/2007,Domingo,Juventude,América RN,3,0
4,03/06/2007,Domingo,Sport,Flamengo,2,2
4,03/06/2007,Domingo,Paraná,São Paulo,0,1
4,03/06/2007,Domingo,Vasco,Fluminense,1,1
4,04/06/2007,Segunda-feira,Internacional,Náutico,2,0
5,09/06/2007,Sábado,Palmeiras,Botafogo,1,1
5,09/06/2007,Sábado,Náutico,Paraná,4,4
5,09/06/2007,Sábado,Vasco,Grêmio,4,0
5,10/06/2007,Domingo,Figueirense,Flamengo,4,0
5,10/06/2007,Domingo,Fluminense,Sport,3,0
5,10/06/2007,Domingo,América RN,Corinthians,1,2
5,10/06/2007,Domingo,Atlético PR,Goiás,0,3
5,10/06/2007,Domingo,São Paulo,Atlético MG,0,1
5,10/06/2007,Domingo,Internacional,Santos,1,0
5,10/06/2007,Domingo,Cruzeiro,Juventude,2,3
6,16/06/2007,Sábado,Grêmio,Cruzeiro,0,2
6,16/06/2007,Sábado,Flamengo,Internacional,2,2
6,16/06/2007,Sábado,Corinthians,Paraná,0,0
6,17/06/2007,Domingo,Atlético MG,Figueirense,4,1
6,17/06/2007,Domingo,Atlético PR,Fluminense,1,1
6,17/06/2007,Domingo,São Paulo,Vasco,2,0
6,17/06/2007,Domingo,Goiás,Palmeiras,3,1
6,17/06/2007,Domingo,Botafogo,Náutico,3,1
6,17/06/2007,Domingo,Sport,América RN,2,2
6,17/06/2007,Domingo,Juventude,Santos,0,2
7,23/06/2007,Sábado,Paraná,Sport,1,0
7,23/06/2007,Sábado,Juventude,Figueirense,1,1
7,24/06/2007,Domingo,Santos,São Paulo,0,2
7,24/06/2007,Domingo,Cruzeiro,Atlético MG,4,2
7,24/06/2007,Domingo,Palmeiras,Atlético PR,0,2
7,24/06/2007,Domingo,América RN,Fluminense,0,1
7,24/06/2007,Domingo,Internacional,Grêmio,0,2
7,24/06/2007,Domingo,Náutico,Goiás,0,2
7,15/08/2007,Quarta-feira,Botafogo,Corinthians,2,3
7,18/08/2007,Quinta-feira,Vasco,Flamengo,1,2
8,28/06/2007,Quinta-feira,Figueirense,São Paulo,0,0
8,28/06/2007,Quinta-feira,Sport,Náutico,4,1
8,30/06/2007,Sábado,Santos,Grêmio,0,0
8,30/06/2007,Sábado,Cruzeiro,Vasco,3,1
8,30/06/2007,Sábado,América RN,Goiás,0,3
8,30/06/2007,Sábado,Internacional,Atlético MG,1,1
8,30/06/2007,Sábado,Paraná,Atlético PR,2,2
8,30/06/2007,Sábado,Fluminense,Botafogo,1,2
8,30/06/2007,Sábado,Corinthians,Palmeiras,0,1
8,23/08/2007,Quinta-feira,Flamengo,Juventude,4,0
9,03/07/2007,Terça-feira,Palmeiras,América RN,2,0
9,03/07/2007,Terça-feira,São Paulo,Internacional,1,0
9,03/07/2007,Terça-feira,Figueirense,Cruzeiro,2,1
9,03/07/2007,Terça-feira,Grêmio,Juventude,3,1
9,03/07/2007,Terça-feira,Atlético PR,Náutico,1,1
9,03/07/2007,Terça-feira,Fluminense,Paraná,0,0
9,03/07/2007,Terça-feira,Goiás,Botafogo,1,1
9,04/07/2007,Quarta-feira,Sport,Corinthians,2,1
9,04/07/2007,Quarta-feira,Atlético MG,Flamengo,1,1
9,04/07/2007,Quarta-feira,Vasco,Santos,4,0
10,06/07/2007,Sexta-feira,Paraná,América RN,0,1
10,07/07/2007,Sábado,Santos,Cruzeiro,4,1
10,07/07/2007,Sábado,Corinthians,Fluminense,1,1
10,07/07/2007,Sábado,Atlético MG,Grêmio,0,1
10,07/07/2007,Sábado,Botafogo,Atlético PR,2,0
10,07/07/2007,Sábado,Goiás,Sport,3,2
10,07/07/2007,Sábado,Internacional,Figueirense,2,1
10,07/07/2007,Sábado,Náutico,Palmeiras,0,1
10,07/07/2007,Sábado,Juventude,Vasco,2,0
10,04/10/2007,Quinta-feira,Flamengo,São Paulo,1,0
11,12/07/2007,Quinta-feira,Paraná,Figueirense,1,2
11,12/07/2007,Quinta-feira,Juventude,Náutico,1,1
11,12/07/2007,Quinta-feira,Vasco,Atlético PR,1,0
11,14/07/2007,Sábado,Santos,Botafogo,3,0
11,14/07/2007,Sábado,Sport,Atlético MG,2,0
11,14/07/2007,Sábado,Grêmio,Palmeiras,1,1
11,14/07/2007,Sábado,Cruzeiro,Goiás,2,1
11,14/07/2007,Sábado,América RN,Internacional,1,2
11,14/07/2007,Sábado,Corinthians,São Paulo,1,1
11,16/08/2007,Quinta-feira,Fluminense,Flamengo,0,1
12,14/06/2007,Quinta-feira,Botafogo,Vasco,4,0
12,18/07/2007,Quarta-feira,Figueirense,Sport,0,1
12,18/07/2007,Quarta-feira,Atlético MG,América RN,4,1
12,18/07/2007,Quarta-feira,Atlético PR,Juventude,4,0
12,18/07/2007,Quarta-feira,Internacional,Corinthians,3,0
12,18/07/2007,Quarta-feira,Náutico,Cruzeiro,1,4
12,18/07/2007,Quarta-feira,São Paulo,Fluminense,0,1
12,19/07/2007,Quinta-feira,Flamengo,Paraná,1,2
12,19/07/2007,Quinta-feira,Goiás,Grêmio,0,0
12,19/07/2007,Quinta-feira,Palmeiras,Santos,2,2
13,21/07/2007,Sábado,Juventude,Internacional,2,0
13,21/07/2007,Sábado,América RN,Atlético PR,2,1
13,21/07/2007,Sábado,Vasco,Atlético MG,4,0
13,22/07/2007,Domingo,Corinthians,Náutico,0,3
13,22/07/2007,Domingo,Fluminense,Goiás,3,0
13,22/07/2007,Domingo,Grêmio,Flamengo,1,0
13,22/07/2007,Domingo,Cruzeiro,São Paulo,1,2
13,22/07/2007,Domingo,Paraná,Palmeiras,1,0
13,22/07/2007,Domingo,Sport,Botafogo,3,3
13,22/07/2007,Domingo,Santos,Figueirense,3,1
14,25/07/2007,Quarta-feira,Atlético PR,Cruzeiro,2,2
14,25/07/2007,Quarta-feira,Goiás,Santos,1,0
14,25/07/2007,Quarta-feira,Náutico,Grêmio,0,2
14,25/07/2007,Quarta-feira,Flamengo,América RN,3,1
14,25/07/2007,Quarta-feira,Palmeiras,Vasco,3,2
14,25/07/2007,Quarta-feira,Figueirense,Corinthians,2,2
14,25/07/2007,Quarta-feira,Internacional,Paraná,1,0
14,26/07/2007,Quinta-feira,Botafogo,Juventude,3,1
14,26/07/2007,Quinta-feira,Atlético MG,Fluminense,3,0
14,26/07/2007,Quinta-feira,São Paulo,Sport,3,1
15,28/07/2007,Sábado,Santos,Náutico,1,2
15,28/07/2007,Sábado,Vasco,Goiás,4,1
15,28/07/2007,Sábado,Grêmio,Atlético PR,1,1
15,29/07/2007,Domingo,Corinthians,Flamengo,2,2
15,29/07/2007,Domingo,Paraná,Atlético MG,1,3
15,29/07/2007,Domingo,Juventude,Palmeiras,1,1
15,29/07/2007,Domingo,Sport,Internacional,1,5
15,29/07/2007,Domingo,Cruzeiro,Botafogo,3,2
15,29/07/2007,Domingo,América RN,São Paulo,0,1
15,29/07/2007,Domingo,Fluminense,Figueirense,1,1
16,01/08/2007,Quarta-feira,Náutico,Fluminense,0,0
16,01/08/2007,Quarta-feira,Goiás,Paraná,2,0
16,01/08/2007,Quarta-feira,Palmeiras,Sport,1,2
16,01/08/2007,Quarta-feira,Botafogo,América RN,4,2
16,01/08/2007,Quarta-feira,Atlético MG,Santos,1,2
16,01/08/2007,Quarta-feira,Atlético PR,Corinthians,2,2
16,01/08/2007,Quarta-feira,Internacional,Vasco,0,2
16,02/08/2007,Quinta-feira,São Paulo,Juventude,3,1
16,02/08/2007,Quinta-feira,Figueirense,Grêmio,1,0
16,12/09/2007,Quarta-feira,Flamengo,Cruzeiro,3,1
17,04/08/2007,Sábado,Sport,Atlético PR,3,2
17,04/08/2007,Sábado,América RN,Náutico,1,5
17,04/08/2007,Sábado,Corinthians,Goiás,1,0
17,05/08/2007,Domingo,Santos,Flamengo,3,0
17,05/08/2007,Domingo,Cruzeiro,Internacional,3,2
17,05/08/2007,Domingo,Fluminense,Palmeiras,0,1
17,05/08/2007,Domingo,Juventude,Atlético MG,1,2
17,05/08/2007,Domingo,Grêmio,São Paulo,0,2
17,05/08/2007,Domingo,Vasco,Figueirense,2,2
17,05/08/2007,Domingo,Paraná,Botafogo,0,0
18,08/08/2007,Quarta-feira,Cruzeiro,Sport,2,0
18,08/08/2007,Quarta-feira,Juventude,Fluminense,0,0
18,08/08/2007,Quarta-feira,Náutico,Figueirense,4,2
18,08/08/2007,Quarta-feira,Goiás,Atlético MG,3,2
18,08/08/2007,Quarta-feira,Atlético PR,Flamengo,2,0
18,08/08/2007,Quarta-feira,Botafogo,São Paulo,0,2
18,09/08/2007,Quinta-feira,Vasco,Corinthians,2,0
18,09/08/2007,Quinta-feira,Grêmio,América RN,3,0
18,09/08/2007,Quinta-feira,Palmeiras,Internacional,1,1
18,09/08/2007,Quinta-feira,Santos,Paraná,2,0
19,11/08/2007,Sábado,Sport,Juventude,3,0
19,11/08/2007,Sábado,São Paulo,Atlético PR,2,0
19,11/08/2007,Sábado,Flamengo,Náutico,2,1
19,12/08/2007,Domingo,Corinthians,Grêmio,2,1
19,12/08/2007,Domingo,Atlético MG,Palmeiras,1,2
19,12/08/2007,Domingo,Figueirense,Botafogo,1,1
19,12/08/2007,Domingo,Internacional,Goiás,1,0
19,12/08/2007,Domingo,América RN,Cruzeiro,1,2
19,12/08/2007,Domingo,Fluminense,Santos,3,0
19,12/08/2007,Domingo,Paraná,Vasco,0,0
20,18/08/2007,Sábado,Santos,Sport,2,0
20,18/08/2007,Sábado,Atlético PR,Figueirense,1,1
20,18/08/2007,Sábado,Grêmio,Paraná,2,0
20,19/08/2007,Domingo,Palmeiras,Flamengo,2,1
20,19/08/2007,Domingo,Náutico,Atlético MG,0,1
20,19/08/2007,Domingo,Juventude,Corinthians,2,2
20,19/08/2007,Domingo,Vasco,América RN,2,0
20,19/08/2007,Domingo,Botafogo,Internacional,1,1
20,19/08/2007,Domingo,Cruzeiro,Fluminense,4,2
20,19/08/2007,Domingo,Goiás,São Paulo,0,0
21,25/08/2007,Sábado,Corinthians,Cruzeiro,0,3
21,25/08/2007,Sábado,Fluminense,Grêmio,1,1
21,25/08/2007,Sábado,Internacional,Atlético PR,1,0
21,26/08/2007,Domingo,Atlético MG,Botafogo,1,2
21,26/08/2007,Domingo,São Paulo,Náutico,5,0
21,26/08/2007,Domingo,Paraná,Juventude,3,1
21,26/08/2007,Domingo,Figueirense,Palmeiras,1,2
21,26/08/2007,Domingo,América RN,Santos,1,4
21,26/08/2007,Domingo,Sport,Vasco,0,0
21,26/08/2007,Domingo,Flamengo,Goiás,3,1
22,29/08/2007,Quarta-feira,Paraná,Cruzeiro,2,2
22,29/08/2007,Quarta-feira,Juventude,Goiás,2,0
22,29/08/2007,Quarta-feira,Botafogo,Flamengo,1,1
22,29/08/2007,Quarta-feira,Figueirense,América RN,3,1
22,29/08/2007,Quarta-feira,Palmeiras,São Paulo,0,1
22,29/08/2007,Quarta-feira,Atlético MG,Corinthians,5,2
22,29/08/2007,Quarta-feira,Sport,Grêmio,2,0
22,29/08/2007,Quarta-feira,Internacional,Fluminense,1,4
22,30/08/2007,Quinta-feira,Santos,Atlético PR,3,1
22,30/08/2007,Quinta-feira,Vasco,Náutico,4,1
23,01/09/2007,Sábado,São Paulo,Paraná,6,0
23,01/09/2007,Sábado,Flamengo,Sport,1,1
23,01/09/2007,Sábado,América RN,Juventude,0,3
23,02/09/2007,Domingo,Corinthians,Santos,2,0
23,02/09/2007,Domingo,Cruzeiro,Palmeiras,5,0
23,02/09/2007,Domingo,Atlético PR,Atlético MG,1,0
23,02/09/2007,Domingo,Grêmio,Botafogo,3,0
23,02/09/2007,Domingo,Goiás,Figueirense,2,1
23,02/09/2007,Domingo,Fluminense,Vasco,1,1
23,02/09/2007,Domingo,Náutico,Internacional,1,1
24,05/09/2007,Quarta-feira,Corinthians,América RN,1,0
24,05/09/2007,Quarta-feira,Goiás,Atlético PR,2,3
24,05/09/2007,Quarta-feira,Flamengo,Figueirense,4,1
24,05/09/2007,Quarta-feira,Juventude,Cruzeiro,1,0
24,05/09/2007,Quarta-feira,Santos,Internacional,2,1
24,05/09/2007,Quarta-feira,Atlético MG,São Paulo,0,0
24,05/09/2007,Quarta-feira,Grêmio,Vasco,3,1
24,06/09/2007,Quinta-feira,Paraná,Náutico,2,4
24,06/09/2007,Quinta-feira,Botafogo,Palmeiras,1,1
24,06/09/2007,Quinta-feira,Sport,Fluminense,0,2
25,08/09/2007,Sábado,Figueirense,Atlético MG,2,1
25,08/09/2007,Sábado,Internacional,Flamengo,3,0
25,08/09/2007,Sábado,Vasco,São Paulo,0,2
25,08/09/2007,Sábado,Cruzeiro,Grêmio,2,0
25,08/09/2007,Sábado,Santos,Juventude,1,0
25,09/09/2007,Domingo,Paraná,Corinthians,1,0
25,09/09/2007,Domingo,Fluminense,Atlético PR,2,0
25,09/09/2007,Domingo,América RN,Sport,1,1
25,09/09/2007,Domingo,Palmeiras,Goiás,2,0
25,09/09/2007,Domingo,Náutico,Botafogo,4,1
26,15/09/2007,Sábado,Goiás,Náutico,0,3
26,15/09/2007,Sábado,Fluminense,América RN,2,0
26,15/09/2007,Sábado,São Paulo,Santos,2,1
26,16/09/2007,Domingo,Corinthians,Botafogo,0,1
26,16/09/2007,Domingo,Atlético PR,Palmeiras,2,1
26,16/09/2007,Domingo,Sport,Paraná,3,1
26,16/09/2007,Domingo,Atlético MG,Cruzeiro,3,4
26,16/09/2007,Domingo,Figueirense,Juventude,4,1
26,16/09/2007,Domingo,Flamengo,Vasco,1,1
26,16/09/2007,Domingo,Grêmio,Internacional,1,0
27,22/09/2007,Sábado,São Paulo,Figueirense,2,0
27,22/09/2007,Sábado,Grêmio,Santos,1,0
27,22/09/2007,Sábado,Goiás,América RN,1,1
27,23/09/2007,Domingo,Juventude,Flamengo,2,2
27,23/09/2007,Domingo,Náutico,Sport,2,0
27,23/09/2007,Domingo,Palmeiras,Corinthians,1,0
27,23/09/2007,Domingo,Atlético MG,Internacional,2,2
27,23/09/2007,Domingo,Atlético PR,Paraná,2,1
27,23/09/2007,Domingo,Botafogo,Fluminense,0,2
27,23/09/2007,Domingo,Vasco,Cruzeiro,0,2
28,29/09/2007,Sábado,Náutico,Atlético PR,5,0
28,29/09/2007,Sábado,Corinthians,Sport,1,2
28,29/09/2007,Sábado,Flamengo,Atlético MG,1,0
28,30/09/2007,Domingo,Santos,Vasco,1,0
28,30/09/2007,Domingo,Botafogo,Goiás,0,3
28,30/09/2007,Domingo,Internacional,São Paulo,1,2
28,30/09/2007,Domingo,Juventude,Grêmio,1,2
28,30/09/2007,Domingo,Cruzeiro,Figueirense,1,2
28,30/09/2007,Domingo,América RN,Palmeiras,0,0
